,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev,mean_temp
13263,Στράτοι,15,16,6,6,20,20,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΑΝΑΤΟΛΙΚΟΥ ΣΕΛΙΝΟΥ,Τεμενίων,Στράτοι,οι,οι,,,,
13264,Κάνδανος,421,402,491,564,429,421,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Κάνδανος,ο,ο,,,,
13265,Άγιοι Απόστολοι,21,20,33,45,52,52,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Άγιοι Απόστολοι,οι,οι,35.32371,23.74827,,
13266,Ανισαράκι,47,46,65,97,96,115,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Ανισαράκιον,το,το,35.33094,23.75711,,
13267,Βαμβακάδες,4,4,3,3,11,15,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Βαμβακάδες,οι,οι,35.31249,23.75315,,
13268,Καβαλλαριανά,5,5,15,22,22,22,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Καβαλλαριανά,τα,τα,35.32868,23.75226,,
13269,Λόφος,33,33,36,47,67,66,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Λόφος,ο,ο,35.33127,23.74108,,
13270,Πάνω Φλώρια,8,8,26,30,0,0,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Πάνω Φλώρια,τα,τα,35.37483,23.73924,,
13271,Σπίνα,11,11,12,25,21,21,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Σπίνα,η,η,35.36266,23.77929,,
13272,Τραχινιάκος,32,33,55,65,80,81,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Τραχινιάκος,ο,ο,35.3306,23.73325,,
13273,Φλώρια,47,47,29,34,75,74,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Φλώρια,τα,τα,,,,
13274,Χρυσοπηγή,25,22,39,35,41,47,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κανδάνου,Χρυσοπηγή,η,η,35.32142,23.74667,,
13275,Κακδίκι,14,13,31,38,31,26,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Κακοδίκιον,το,το,,,,
13276,Αρμί,19,19,20,24,26,27,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Αρμίον,το,το,35.30654,23.70947,,
13277,Κάδρος,60,62,42,47,59,60,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Κάδρος,το,το,,,,
13278,Καλλιθέα,44,43,41,51,49,50,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Καλλιθέα,η,η,,,,
13279,Μαρουδιανά,11,11,14,18,17,17,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Μαρουδιανά,τα,τα,35.29831,23.70988,,
13280,Μενιανά,16,15,16,22,31,31,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Μενιανά,τα,τα,35.30794,23.7134,,
13281,Παλληκαριανά,21,21,35,41,43,43,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Παλληκαριανά,τα,τα,35.301,23.6946,,
13282,Παππαδιανά,19,15,24,29,30,30,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Παππαδιανά,τα,τα,,,,
13283,Σφακός,28,27,38,38,60,60,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Κακοδικίου,Σφακός,ο,ο,35.3139,23.7033,,
13284,Πλεμενιανά,104,84,103,117,148,148,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Πλεμενιανά,τα,τα,,,,
13285,Γρηγοριανά,13,13,16,16,29,29,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Γρηγοριανά,τα,τα,,,,
13286,Δεσποτικό,17,17,33,32,43,44,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Δεσποτικό,το,το,35.34629,23.71515,,
13287,Δρυς,41,41,60,69,94,93,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Δρυς,ο,ο,35.33645,23.71274,,
13288,Κοπετοί,28,26,35,49,61,62,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Κοπετοί,οι,οι,35.32584,23.70763,,
13289,Μοτζιανά,9,9,8,8,13,17,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Μοτζιανά,τα,τα,35.33319,23.70309,,
13290,Σέλλια,7,6,6,21,23,24,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Σέλλια,τα,τα,35.39864,23.72442,,
13291,Ψαριανά,13,13,18,20,18,19,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΑΝΤΑΝΟΥ - ΣΕΛΙΝΟΥ,ΚΑΝΤΑΝΟΥ (ΚΑΝΔΑΝΟΥ),Πλεμενιανών,Ψαριανά,τα,τα,35.3493,23.70451,,
13292,Κίσσαμος,4236,4327,4032,3878,2981,2987,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Κισσάμου,Κίσσαμος,ο,ο,,,,
13293,Κουνουπίτσα,39,36,24,31,20,22,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Κισσάμου,Κουνουπίτσα,η,η,35.48016,23.65314,,
13294,Άγιος Γεώργιος,104,110,130,127,122,116,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Άγιος Γεώργιος,ο,ο,,,,
13295,Άγρια Γραμβούσα,0,0,0,0,0,0,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Άγρια Γραμβούσα,η (νησίς),η (νησίς),,,,
13296,Αζογυράς,33,40,34,34,38,38,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Αζογυράς,ο,ο,35.50867,23.59976,,
13297,Γραμβουσά,92,97,123,117,135,131,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Γραμβουσά,η,η,,,,
13298,Ζερβιανά,66,66,104,106,98,110,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Ζερβιανά,τα,τα,35.49296,23.61219,,
13299,Ημερη Γραμβούσα,0,0,0,0,0,0,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Ημερη Γραμβούσα,η (νησίς),η (νησίς),,,,
13300,Καλυβιανή,136,136,115,114,111,128,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Καλυβιανή,η,η,35.51198,23.60836,,
13301,Καρεφιλιανά,55,57,52,53,67,68,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Καρεφιλιανά,τα,τα,35.49563,23.60378,,
13302,Νέ Χωρί,97,92,88,91,74,78,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Νέον Χωρίον,το,το,,,,
13303,Πιπεριανά,24,25,29,29,36,37,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Πιπεριανά,τα,τα,35.49923,23.60014,,
13304,Τράχηλος,169,179,138,220,99,103,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Τράχηλος,ο,ο,35.51081,23.63197,,
13305,Φουρνάδος,20,22,26,26,29,28,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Γραμβουσής,Φουρνάδος,ο,ο,35.49598,23.61876,,
13306,Καλάθενες,160,160,191,228,282,290,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Καλαθενών,Καλάθεναι,αι,οι,35.43556,23.66801,,
13307,Καλλεργιανά,56,55,51,54,63,63,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Καλλεργιανών,Καλλεργιανά,τα,τα,35.48215,23.67655,,
13308,Άγιος Αντώνιος,284,292,156,160,88,93,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Καλλεργιανών,Άγιος Αντώνιος,ο,ο,,,,
13309,Βαρδιανά,14,14,14,16,19,21,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Καλλεργιανών,Βαρδιανά,τα,τα,,,,
13310,Δάφνη,9,9,14,14,16,16,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Καλλεργιανών,Δάφνη,η,η,35.47697,23.66533,,
13311,Κάμπος,122,117,60,60,25,25,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Καλλεργιανών,Κάμπος,ο,ο,,,,
13312,Μαρεδιανά,35,32,37,37,47,55,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Καλλεργιανών,Μαρεδιανά,τα,τα,35.46939,23.66765,,
13313,Κουκουναρά,41,40,45,42,68,68,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Κουκουναράς,Κουκουναρά,η,η,35.44923,23.67642,,
13314,Τσικαλαριά,17,16,10,10,11,9,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Κουκουναράς,Τσικαλαριά,τα,τα,,,,
13315,Χαρχαλιανά,23,21,28,28,49,53,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Κουκουναράς,Χαρχαλιανά,τα,τα,35.46632,23.67949,,
13316,Χορευτιανά,7,7,26,27,33,38,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Κουκουναράς,Χορευτιανά,τα,τα,35.45995,23.67709,,
13317,Λουσακιές,127,127,156,152,165,153,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Λουσακιών,Λουσακιαί,αι,οι,35.4577,23.62864,,
13318,Γαλουβάς,13,15,12,11,21,23,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Λουσακιών,Γαλουβάς,ο,ο,35.46033,23.6414,,
13319,Ζαχαριανά,91,93,81,86,98,104,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Λουσακιών,Ζαχαριανά,τα,τα,35.45771,23.61782,,
13320,Μεράδα,81,80,96,102,91,90,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Λουσακιών,Μεράδα,η,η,35.46755,23.63597,,
13321,Μετχι,9,10,20,14,8,17,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Λουσακιών,Μετόχιον,το,το,,,,
13322,Φτερόλακκα,52,51,65,67,69,79,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Λουσακιών,Φτερόλακκα,τα,τα,35.46416,23.635,,
13323,Πλάτανος,975,1005,1021,1029,918,905,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πλατάνου,Πλάτανος,ο,ο,,,,
13324,Άνω Σφηνάρι,5,5,5,6,8,8,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πλατάνου,Άνω Σφηνάριον,το,το,35.40882,23.57703,,
13325,Καβύσι,13,12,15,18,27,27,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πλατάνου,Καβούσιον,το,το,,,,
13326,Λιμενίσκος,40,40,45,45,5,6,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πλατάνου,Λιμενίσκος,ο,ο,35.47689,23.57125,,
13327,Σφηνάρι,125,127,157,159,157,158,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πλατάνου,Σφηνάριον,το,το,,,,
13328,Φαλασαρνά,21,22,21,21,22,22,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πλατάνου,Φαλασαρνά,τα,τα,35.50196,23.5799,,
13329,Πολυρρηνία,31,34,67,71,105,103,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πολυρρηνίας,Πολυρρηνία,η,η,35.45501,23.65269,,
13330,Γρηγοριανά,32,34,30,30,59,67,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πολυρρηνίας,Γρηγοριανά,τα,τα,,,,
13331,Κάτω Παλαιόκαστρο,15,15,13,18,55,61,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Πολυρρηνίας,Κάτω Παλαιόκαστρον,το,το,35.47797,23.66056,,
13332,Σηρικάρι,19,19,32,35,53,45,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Σηρικαρίου,Σηρικάριον,το,το,35.41679,23.64222,,
13333,Κιολιανά,22,23,21,21,19,19,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Σηρικαρίου,Κιολιανά,τα,τα,35.41638,23.65021,,
13334,Κωστογιάννηδες,32,32,33,39,36,42,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Σηρικαρίου,Κωστογιάννηδες,οι,οι,35.40742,23.63069,,
13335,Σινενιανά,37,35,36,37,48,52,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΚΙΣΣΑΜΟΥ,Σηρικαρίου,Σινενιανά,τα,τα,35.42101,23.63616,,
13336,Έλος,130,135,194,202,225,245,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Έλους,Έλος,το,το,35.36214,23.63716,,
13337,Λίμνη,90,89,85,107,93,102,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Έλους,Λίμνη,η,η,35.37354,23.63348,,
13338,Λύχι,3,3,13,17,28,37,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Έλους,Λούχιον,το,το,,,,
13339,Αμυγδαλκεφάλι,18,19,15,16,38,49,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Αμυγδαλοκεφαλίου,Αμυγδαλοκεφάλιον,το,το,,,,
13340,Κεραμωτή,18,18,32,32,38,40,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Αμυγδαλοκεφαλίου,Κεραμωτή,η,η,35.37263,23.56089,,
13341,Λιβάδια,76,76,68,108,73,82,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Αμυγδαλοκεφαλίου,Λιβάδια,τα,τα,35.3634,23.53637,,
13342,Βάθη,44,43,69,83,99,111,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Βάθης,Βάθη,η,η,35.35853,23.59511,,
13343,Μονή Χρυσοσκαλιτίσσης,66,69,60,86,49,65,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Βάθης,Μονή Χρυσοσκαλιτίσσης,η,η,,,,
13344,Πλοκαμιανά,15,18,25,27,36,43,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Βάθης,Πλοκαμιανά,τα,τα,35.3505,23.58629,,
13345,Τζιτζιφιά,2,2,9,7,15,15,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Βάθης,Τζιτζιφιά,η,η,35.34377,23.59561,,
13346,Βλάτος,99,113,113,131,151,156,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Βλάτους,Βλάτος,το,το,35.38805,23.6502,,
13347,Ρογδιά,60,59,64,60,65,66,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Βλάτους,Ρογδιά,η,η,35.38179,23.63848,,
13348,Κάμπος,25,27,45,61,73,84,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κάμπου,Κάμπος,ο,ο,,,,
13349,Μελισσιά,22,24,34,34,42,44,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κάμπου,Μελισσιά,η,η,35.40236,23.59471,,
13350,Μπερπαθιανά,42,49,52,56,66,76,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κάμπου,Μπερπαθιανά,τα,τα,35.38862,23.58114,,
13351,Πλαγιά,18,19,32,43,50,54,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κάμπου,Πλαγιά,η,η,35.38744,23.56777,,
13352,Κεφάλι,38,35,54,55,50,49,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κεφαλίου,Κεφάλιον,το,το,,,,
13353,Αερινός,6,6,13,14,18,18,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κεφαλίου,Αερινός,ο,ο,35.36744,23.60741,,
13354,Θεοδωριανά,8,6,7,7,9,9,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κεφαλίου,Θεοδωριανά,τα,τα,35.36409,23.59456,,
13355,Παππαδιανά,26,27,44,53,60,62,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κεφαλίου,Παππαδιανά,τα,τα,,,,
13356,Φελεσιανά,2,2,10,21,7,7,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Κεφαλίου,Φελεσιανά,τα,τα,35.36887,23.60211,,
13357,Περιβόλια,39,37,39,38,72,74,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Περιβολίων Κισσάμου,Περιβόλια,τα,τα,,,,
13358,Στροβλές,44,43,66,117,104,108,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Στροβλών,Στροβλές,αι,οι,35.36659,23.66931,,
13359,Αλιγοί,21,21,35,68,59,77,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΙΝΑΧΩΡΙΟΥ,Στροβλών,Αλιγοί,οι,οι,35.35531,23.69164,,
13360,Δραπανιάς,270,275,299,288,342,348,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Δραπανιά,Δραπανιάς,ο,ο,,,,
13361,Άνω Δραπανιάς,17,17,28,40,37,42,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Δραπανιά,Άνω Δραπανιάς,ο,ο,35.487,23.70704,,
13362,Κκκιν Μετχι,77,84,73,65,50,57,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Δραπανιά,Κόκκινον Μετόχιον,το,το,,,,
13363,Νωπήγεια,63,66,62,71,67,71,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Δραπανιά,Νωπήγεια,τα,τα,35.5036,23.71296,,
13364,Βουλγάρω,201,201,204,209,290,311,ΚΡΗΤΗΣ,ΧΑΝΙΩΝ,ΚΙΣΣΑΜΟΥ,ΜΥΘΗΜΝΗΣ,Βουλγάρω,Βουλγάρω,το,το,35.4544,23.69915,,
